Retention Days,Start Date,End Date,User Retention
0,2021-01-01,2021-01-31,100.00%
0,2021-02-01,2021-02-28,100.00%
0,2021-03-01,2021-03-31,100.00%
0,2021-04-01,2021-04-30,100.00%
0,2021-05-01,2021-05-31,100.00%
0,2021-06-01,2021-06-30,100.00%
0,2021-07-01,2021-07-31,100.00%
0,2021-08-01,2021-08-31,100.00%
0,2021-09-01,2021-09-30,100.00%
0,2021-10-01,2021-10-31,100.00%
0,2021-11-01,2021-11-30,100.00%
0,2021-12-01,2021-12-31,100.00%
0,2022-01-01,2022-01-31,100.00%
1,2021-01-01,2021-01-31,32.40%
1,2021-02-01,2021-02-28,31.71%
1,2021-03-01,2021-03-31,31.87%
1,2021-04-01,2021-04-30,30.49%
1,2021-05-01,2021-05-31,32.01%
1,2021-06-01,2021-06-30,31.91%
1,2021-07-01,2021-07-31,30.16%
1,2021-08-01,2021-08-31,30.74%
1,2021-09-01,2021-09-30,31.18%
1,2021-10-01,2021-10-31,30.50%
1,2021-11-01,2021-11-30,31.75%
1,2021-12-01,2021-12-31,32.53%
1,2022-01-01,2022-01-31,31.75%
2,2021-01-01,2021-01-31,26.13%
2,2021-02-01,2021-02-28,25.61%
2,2021-03-01,2021-03-31,26.07%
2,2021-04-01,2021-04-30,24.68%
2,2021-05-01,2021-05-31,25.67%
2,2021-06-01,2021-06-30,24.49%
2,2021-07-01,2021-07-31,23.44%
2,2021-08-01,2021-08-31,23.94%
2,2021-09-01,2021-09-30,24.16%
2,2021-10-01,2021-10-31,23.72%
2,2021-11-01,2021-11-30,24.67%
2,2021-12-01,2021-12-31,25.18%
2,2022-01-01,2022-01-31,24.67%
3,2021-01-01,2021-01-31,22.44%
3,2021-02-01,2021-02-28,22.01%
3,2021-03-01,2021-03-31,22.60%
3,2021-04-01,2021-04-30,21.24%
3,2021-05-01,2021-05-31,21.95%
3,2021-06-01,2021-06-30,20.30%
3,2021-07-01,2021-07-31,19.60%
3,2021-08-01,2021-08-31,20.05%
3,2021-09-01,2021-09-30,20.16%
3,2021-10-01,2021-10-31,19.84%
3,2021-11-01,2021-11-30,20.62%
3,2021-12-01,2021-12-31,20.99%
3,2022-01-01,2022-01-31,20.62%
4,2021-01-01,2021-01-31,21.21%
4,2021-02-01,2021-02-28,20.77%
4,2021-03-01,2021-03-31,21.38%
4,2021-04-01,2021-04-30,20.07%
4,2021-05-01,2021-05-31,20.76%
4,2021-06-01,2021-06-30,19.32%
4,2021-07-01,2021-07-31,18.66%
4,2021-08-01,2021-08-31,19.28%
4,2021-09-01,2021-09-30,19.42%
4,2021-10-01,2021-10-31,19.13%
4,2021-11-01,2021-11-30,19.77%
4,2021-12-01,2021-12-31,20.03%
4,2022-01-01,2022-01-31,19.83%
5,2021-01-01,2021-01-31,20.26%
5,2021-02-01,2021-02-28,19.81%
5,2021-03-01,2021-03-31,20.44%
5,2021-04-01,2021-04-30,19.17%
5,2021-05-01,2021-05-31,19.85%
5,2021-06-01,2021-06-30,18.55%
5,2021-07-01,2021-07-31,17.92%
5,2021-08-01,2021-08-31,18.68%
5,2021-09-01,2021-09-30,18.84%
5,2021-10-01,2021-10-31,18.58%
5,2021-11-01,2021-11-30,19.10%
5,2021-12-01,2021-12-31,19.28%
5,2022-01-01,2022-01-31,19.21%
6,2021-01-01,2021-01-31,19.49%
6,2021-02-01,2021-02-28,19.03%
6,2021-03-01,2021-03-31,19.67%
6,2021-04-01,2021-04-30,18.43%
6,2021-05-01,2021-05-31,19.10%
6,2021-06-01,2021-06-30,17.93%
6,2021-07-01,2021-07-31,17.33%
6,2021-08-01,2021-08-31,18.18%
6,2021-09-01,2021-09-30,18.36%
6,2021-10-01,2021-10-31,18.12%
6,2021-11-01,2021-11-30,18.55%
6,2021-12-01,2021-12-31,18.67%
6,2022-01-01,2022-01-31,18.71%
7,2021-01-01,2021-01-31,18.85%
7,2021-02-01,2021-02-28,18.38%
7,2021-03-01,2021-03-31,19.03%
7,2021-04-01,2021-04-30,17.82%
7,2021-05-01,2021-05-31,18.48%
7,2021-06-01,2021-06-30,17.40%
7,2021-07-01,2021-07-31,16.83%
7,2021-08-01,2021-08-31,17.77%
7,2021-09-01,2021-09-30,17.96%
7,2021-10-01,2021-10-31,17.73%
7,2021-11-01,2021-11-30,18.09%
7,2021-12-01,2021-12-31,18.16%
7,2022-01-01,2022-01-31,18.28%
14,2021-01-01,2021-01-31,16.09%
14,2021-02-01,2021-02-28,15.61%
14,2021-03-01,2021-03-31,16.28%
14,2021-04-01,2021-04-30,15.20%
14,2021-05-01,2021-05-31,15.81%
14,2021-06-01,2021-06-30,15.13%
14,2021-07-01,2021-07-31,14.65%
14,2021-08-01,2021-08-31,15.92%
14,2021-09-01,2021-09-30,16.17%
14,2021-10-01,2021-10-31,16.01%
14,2021-11-01,2021-11-30,16.06%
14,2021-12-01,2021-12-31,15.91%
14,2022-01-01,2022-01-31,16.38%
30,2021-01-01,2021-01-31,13.41%
30,2021-02-01,2021-02-28,12.93%
30,2021-03-01,2021-03-31,13.60%
30,2021-04-01,2021-04-30,12.64%
30,2021-05-01,2021-05-31,13.20%
30,2021-06-01,2021-06-30,12.88%
30,2021-07-01,2021-07-31,12.49%
30,2021-08-01,2021-08-31,14.03%
30,2021-09-01,2021-09-30,14.33%
30,2021-10-01,2021-10-31,14.23%
30,2021-11-01,2021-11-30,14.00%
30,2021-12-01,2021-12-31,13.67%
30,2022-01-01,2022-01-31,14.43%
