Retention Days,Start Date,End Date,User Retention
0,2021-01-01,2021-01-31,100.00%
0,2021-02-01,2021-02-28,100.00%
0,2021-03-01,2021-03-31,100.00%
0,2021-04-01,2021-04-30,100.00%
0,2021-05-01,2021-05-31,100.00%
0,2021-06-01,2021-06-30,100.00%
0,2021-07-01,2021-07-31,100.00%
0,2021-08-01,2021-08-31,100.00%
0,2021-09-01,2021-09-30,100.00%
0,2021-10-01,2021-10-31,100.00%
0,2021-11-01,2021-11-30,100.00%
0,2021-12-01,2021-12-31,100.00%
0,2022-01-01,2022-01-31,100.00%
1,2021-01-01,2021-01-31,35.92%
1,2021-02-01,2021-02-28,34.92%
1,2021-03-01,2021-03-31,37.46%
1,2021-04-01,2021-04-30,39.98%
1,2021-05-01,2021-05-31,33.65%
1,2021-06-01,2021-06-30,38.83%
1,2021-07-01,2021-07-31,33.81%
1,2021-08-01,2021-08-31,35.96%
1,2021-09-01,2021-09-30,32.48%
1,2021-10-01,2021-10-31,36.30%
1,2021-11-01,2021-11-30,36.03%
1,2021-12-01,2021-12-31,36.50%
1,2022-01-01,2022-01-31,36.58%
2,2021-01-01,2021-01-31,26.16%
2,2021-02-01,2021-02-28,24.58%
2,2021-03-01,2021-03-31,26.31%
2,2021-04-01,2021-04-30,28.23%
2,2021-05-01,2021-05-31,23.10%
2,2021-06-01,2021-06-30,25.67%
2,2021-07-01,2021-07-31,22.57%
2,2021-08-01,2021-08-31,24.62%
2,2021-09-01,2021-09-30,22.57%
2,2021-10-01,2021-10-31,25.00%
2,2021-11-01,2021-11-30,24.89%
2,2021-12-01,2021-12-31,25.37%
2,2022-01-01,2022-01-31,25.27%
3,2021-01-01,2021-01-31,20.89%
3,2021-02-01,2021-02-28,19.16%
3,2021-03-01,2021-03-31,20.48%
3,2021-04-01,2021-04-30,22.06%
3,2021-05-01,2021-05-31,17.69%
3,2021-06-01,2021-06-30,19.13%
3,2021-07-01,2021-07-31,16.94%
3,2021-08-01,2021-08-31,18.81%
3,2021-09-01,2021-09-30,17.44%
3,2021-10-01,2021-10-31,19.19%
3,2021-11-01,2021-11-30,19.15%
3,2021-12-01,2021-12-31,19.59%
3,2022-01-01,2022-01-31,19.44%
4,2021-01-01,2021-01-31,19.41%
4,2021-02-01,2021-02-28,17.61%
4,2021-03-01,2021-03-31,18.97%
4,2021-04-01,2021-04-30,20.40%
4,2021-05-01,2021-05-31,16.41%
4,2021-06-01,2021-06-30,17.79%
4,2021-07-01,2021-07-31,15.88%
4,2021-08-01,2021-08-31,17.90%
4,2021-09-01,2021-09-30,16.62%
4,2021-10-01,2021-10-31,18.33%
4,2021-11-01,2021-11-30,18.20%
4,2021-12-01,2021-12-31,18.64%
4,2022-01-01,2022-01-31,18.56%
5,2021-01-01,2021-01-31,18.27%
5,2021-02-01,2021-02-28,16.45%
5,2021-03-01,2021-03-31,17.83%
5,2021-04-01,2021-04-30,19.14%
5,2021-05-01,2021-05-31,15.43%
5,2021-06-01,2021-06-30,16.76%
5,2021-07-01,2021-07-31,15.06%
5,2021-08-01,2021-08-31,17.19%
5,2021-09-01,2021-09-30,15.98%
5,2021-10-01,2021-10-31,17.66%
5,2021-11-01,2021-11-30,17.45%
5,2021-12-01,2021-12-31,17.90%
5,2022-01-01,2022-01-31,17.87%
6,2021-01-01,2021-01-31,17.37%
6,2021-02-01,2021-02-28,15.52%
6,2021-03-01,2021-03-31,16.91%
6,2021-04-01,2021-04-30,18.13%
6,2021-05-01,2021-05-31,14.65%
6,2021-06-01,2021-06-30,15.93%
6,2021-07-01,2021-07-31,14.40%
6,2021-08-01,2021-08-31,16.60%
6,2021-09-01,2021-09-30,15.45%
6,2021-10-01,2021-10-31,17.11%
6,2021-11-01,2021-11-30,16.85%
6,2021-12-01,2021-12-31,17.29%
6,2022-01-01,2022-01-31,17.31%
7,2021-01-01,2021-01-31,16.62%
7,2021-02-01,2021-02-28,14.76%
7,2021-03-01,2021-03-31,16.15%
7,2021-04-01,2021-04-30,17.30%
7,2021-05-01,2021-05-31,14.00%
7,2021-06-01,2021-06-30,15.25%
7,2021-07-01,2021-07-31,13.86%
7,2021-08-01,2021-08-31,16.12%
7,2021-09-01,2021-09-30,15.01%
7,2021-10-01,2021-10-31,16.65%
7,2021-11-01,2021-11-30,16.34%
7,2021-12-01,2021-12-31,16.79%
7,2022-01-01,2022-01-31,16.83%
14,2021-01-01,2021-01-31,13.50%
14,2021-02-01,2021-02-28,11.66%
14,2021-03-01,2021-03-31,13.03%
14,2021-04-01,2021-04-30,13.88%
14,2021-05-01,2021-05-31,11.32%
14,2021-06-01,2021-06-30,12.41%
14,2021-07-01,2021-07-31,11.55%
14,2021-08-01,2021-08-31,14.01%
14,2021-09-01,2021-09-30,13.10%
14,2021-10-01,2021-10-31,14.63%
14,2021-11-01,2021-11-30,14.16%
14,2021-12-01,2021-12-31,14.59%
14,2022-01-01,2022-01-31,14.77%
30,2021-01-01,2021-01-31,10.63%
30,2021-02-01,2021-02-28,8.87%
30,2021-03-01,2021-03-31,10.16%
30,2021-04-01,2021-04-30,10.77%
30,2021-05-01,2021-05-31,8.86%
30,2021-06-01,2021-06-30,9.79%
30,2021-07-01,2021-07-31,9.36%
30,2021-08-01,2021-08-31,11.91%
30,2021-09-01,2021-09-30,11.20%
30,2021-10-01,2021-10-31,12.61%
30,2021-11-01,2021-11-30,11.99%
30,2021-12-01,2021-12-31,12.41%
30,2022-01-01,2022-01-31,12.70%
