Retention Days,Start Date,End Date,User Retention
0,2021-01-01,2021-01-31,100.00%
0,2021-02-01,2021-02-28,100.00%
0,2021-03-01,2021-03-31,100.00%
0,2021-04-01,2021-04-30,100.00%
0,2021-05-01,2021-05-31,100.00%
0,2021-06-01,2021-06-30,100.00%
0,2021-07-01,2021-07-31,100.00%
0,2021-08-01,2021-08-31,100.00%
0,2021-09-01,2021-09-30,100.00%
0,2021-10-01,2021-10-31,100.00%
0,2021-11-01,2021-11-30,100.00%
0,2021-12-01,2021-12-31,100.00%
0,2022-01-01,2022-01-31,100.00%
1,2021-01-01,2021-01-31,38.93%
1,2021-02-01,2021-02-28,35.04%
1,2021-03-01,2021-03-31,36.42%
1,2021-04-01,2021-04-30,34.71%
1,2021-05-01,2021-05-31,33.27%
1,2021-06-01,2021-06-30,29.97%
1,2021-07-01,2021-07-31,26.82%
1,2021-08-01,2021-08-31,29.61%
1,2021-09-01,2021-09-30,25.94%
1,2021-10-01,2021-10-31,28.61%
1,2021-11-01,2021-11-30,29.55%
1,2021-12-01,2021-12-31,30.52%
1,2022-01-01,2022-01-31,29.74%
2,2021-01-01,2021-01-31,27.25%
2,2021-02-01,2021-02-28,22.64%
2,2021-03-01,2021-03-31,23.70%
2,2021-04-01,2021-04-30,21.67%
2,2021-05-01,2021-05-31,22.08%
2,2021-06-01,2021-06-30,18.97%
2,2021-07-01,2021-07-31,16.93%
2,2021-08-01,2021-08-31,20.00%
2,2021-09-01,2021-09-30,17.57%
2,2021-10-01,2021-10-31,19.51%
2,2021-11-01,2021-11-30,20.20%
2,2021-12-01,2021-12-31,20.70%
2,2022-01-01,2022-01-31,19.80%
3,2021-01-01,2021-01-31,21.16%
3,2021-02-01,2021-02-28,16.61%
3,2021-03-01,2021-03-31,17.48%
3,2021-04-01,2021-04-30,15.51%
3,2021-05-01,2021-05-31,16.51%
3,2021-06-01,2021-06-30,13.71%
3,2021-07-01,2021-07-31,12.21%
3,2021-08-01,2021-08-31,15.14%
3,2021-09-01,2021-09-30,13.32%
3,2021-10-01,2021-10-31,14.87%
3,2021-11-01,2021-11-30,15.42%
3,2021-12-01,2021-12-31,15.72%
3,2022-01-01,2022-01-31,14.83%
4,2021-01-01,2021-01-31,18.71%
4,2021-02-01,2021-02-28,14.96%
4,2021-03-01,2021-03-31,15.70%
4,2021-04-01,2021-04-30,14.30%
4,2021-05-01,2021-05-31,15.19%
4,2021-06-01,2021-06-30,12.66%
4,2021-07-01,2021-07-31,11.40%
4,2021-08-01,2021-08-31,14.23%
4,2021-09-01,2021-09-30,12.74%
4,2021-10-01,2021-10-31,14.10%
4,2021-11-01,2021-11-30,14.58%
4,2021-12-01,2021-12-31,14.78%
4,2022-01-01,2022-01-31,13.97%
5,2021-01-01,2021-01-31,16.92%
5,2021-02-01,2021-02-28,13.74%
5,2021-03-01,2021-03-31,14.38%
5,2021-04-01,2021-04-30,13.38%
5,2021-05-01,2021-05-31,14.19%
5,2021-06-01,2021-06-30,11.87%
5,2021-07-01,2021-07-31,10.78%
5,2021-08-01,2021-08-31,13.52%
5,2021-09-01,2021-09-30,12.29%
5,2021-10-01,2021-10-31,13.50%
5,2021-11-01,2021-11-30,13.93%
5,2021-12-01,2021-12-31,14.05%
5,2022-01-01,2022-01-31,13.31%
6,2021-01-01,2021-01-31,15.55%
6,2021-02-01,2021-02-28,12.79%
6,2021-03-01,2021-03-31,13.35%
6,2021-04-01,2021-04-30,12.65%
6,2021-05-01,2021-05-31,13.40%
6,2021-06-01,2021-06-30,11.23%
6,2021-07-01,2021-07-31,10.28%
6,2021-08-01,2021-08-31,12.96%
6,2021-09-01,2021-09-30,11.91%
6,2021-10-01,2021-10-31,13.01%
6,2021-11-01,2021-11-30,13.40%
6,2021-12-01,2021-12-31,13.46%
6,2022-01-01,2022-01-31,12.77%
7,2021-01-01,2021-01-31,14.44%
7,2021-02-01,2021-02-28,12.01%
7,2021-03-01,2021-03-31,12.52%
7,2021-04-01,2021-04-30,12.06%
7,2021-05-01,2021-05-31,12.75%
7,2021-06-01,2021-06-30,10.71%
7,2021-07-01,2021-07-31,9.86%
7,2021-08-01,2021-08-31,12.48%
7,2021-09-01,2021-09-30,11.60%
7,2021-10-01,2021-10-31,12.60%
7,2021-11-01,2021-11-30,12.95%
7,2021-12-01,2021-12-31,12.97%
7,2022-01-01,2022-01-31,12.32%
14,2021-01-01,2021-01-31,10.22%
14,2021-02-01,2021-02-28,8.96%
14,2021-03-01,2021-03-31,9.25%
14,2021-04-01,2021-04-30,9.59%
14,2021-05-01,2021-05-31,10.08%
14,2021-06-01,2021-06-30,8.56%
14,2021-07-01,2021-07-31,8.12%
14,2021-08-01,2021-08-31,10.48%
14,2021-09-01,2021-09-30,10.23%
14,2021-10-01,2021-10-31,10.84%
14,2021-11-01,2021-11-30,11.06%
14,2021-12-01,2021-12-31,10.90%
14,2022-01-01,2022-01-31,10.41%
30,2021-01-01,2021-01-31,6.85%
30,2021-02-01,2021-02-28,6.38%
30,2021-03-01,2021-03-31,6.52%
30,2021-04-01,2021-04-30,7.37%
30,2021-05-01,2021-05-31,7.69%
30,2021-06-01,2021-06-30,6.61%
30,2021-07-01,2021-07-31,6.49%
30,2021-08-01,2021-08-31,8.57%
30,2021-09-01,2021-09-30,8.86%
30,2021-10-01,2021-10-31,9.11%
30,2021-11-01,2021-11-30,9.22%
30,2021-12-01,2021-12-31,8.91%
30,2022-01-01,2022-01-31,8.58%
