Retention Days,Start Date,End Date,User Retention
0,2020-01-01,2020-01-31,100.00%
0,2020-02-01,2020-02-29,100.00%
0,2020-03-01,2020-03-31,100.00%
0,2020-04-01,2020-04-30,100.00%
0,2020-05-01,2020-05-31,100.00%
0,2020-06-01,2020-06-30,100.00%
0,2020-07-01,2020-07-31,100.00%
0,2020-08-01,2020-08-31,100.00%
0,2020-09-01,2020-09-30,100.00%
0,2020-10-01,2020-10-31,100.00%
0,2020-11-01,2020-11-30,100.00%
0,2020-12-01,2020-12-31,100.00%
0,2021-01-01,2021-01-31,100.00%
1,2020-01-01,2020-01-31,38.17%
1,2020-02-01,2020-02-29,38.77%
1,2020-03-01,2020-03-31,39.69%
1,2020-04-01,2020-04-30,35.37%
1,2020-05-01,2020-05-31,31.13%
1,2020-06-01,2020-06-30,28.35%
1,2020-07-01,2020-07-31,28.30%
1,2020-08-01,2020-08-31,28.67%
1,2020-09-01,2020-09-30,31.35%
1,2020-10-01,2020-10-31,30.15%
1,2020-11-01,2020-11-30,32.13%
1,2020-12-01,2020-12-31,29.52%
1,2021-01-01,2021-01-31,33.80%
2,2020-01-01,2020-01-31,27.05%
2,2020-02-01,2020-02-29,27.47%
2,2020-03-01,2020-03-31,26.74%
2,2020-04-01,2020-04-30,24.35%
2,2020-05-01,2020-05-31,21.74%
2,2020-06-01,2020-06-30,19.83%
2,2020-07-01,2020-07-31,18.96%
2,2020-08-01,2020-08-31,19.07%
2,2020-09-01,2020-09-30,21.18%
2,2020-10-01,2020-10-31,21.11%
2,2020-11-01,2020-11-30,22.12%
2,2020-12-01,2020-12-31,21.43%
2,2021-01-01,2021-01-31,23.49%
3,2020-01-01,2020-01-31,21.19%
3,2020-02-01,2020-02-29,21.52%
3,2020-03-01,2020-03-31,20.21%
3,2020-04-01,2020-04-30,18.68%
3,2020-05-01,2020-05-31,16.85%
3,2020-06-01,2020-06-30,15.38%
3,2020-07-01,2020-07-31,14.27%
3,2020-08-01,2020-08-31,14.27%
3,2020-09-01,2020-09-30,16.03%
3,2020-10-01,2020-10-31,16.40%
3,2020-11-01,2020-11-30,16.97%
3,2020-12-01,2020-12-31,17.08%
3,2021-01-01,2021-01-31,18.14%
4,2020-01-01,2020-01-31,19.17%
4,2020-02-01,2020-02-29,19.37%
4,2020-03-01,2020-03-31,18.22%
4,2020-04-01,2020-04-30,16.68%
4,2020-05-01,2020-05-31,15.36%
4,2020-06-01,2020-06-30,14.26%
4,2020-07-01,2020-07-31,13.22%
4,2020-08-01,2020-08-31,13.31%
4,2020-09-01,2020-09-30,14.82%
4,2020-10-01,2020-10-31,15.17%
4,2020-11-01,2020-11-30,15.42%
4,2020-12-01,2020-12-31,15.69%
4,2021-01-01,2021-01-31,16.69%
5,2020-01-01,2020-01-31,17.66%
5,2020-02-01,2020-02-29,17.78%
5,2020-03-01,2020-03-31,16.74%
5,2020-04-01,2020-04-30,15.20%
5,2020-05-01,2020-05-31,14.24%
5,2020-06-01,2020-06-30,13.41%
5,2020-07-01,2020-07-31,12.43%
5,2020-08-01,2020-08-31,12.56%
5,2020-09-01,2020-09-30,13.90%
5,2020-10-01,2020-10-31,14.24%
5,2020-11-01,2020-11-30,14.27%
5,2020-12-01,2020-12-31,14.64%
5,2021-01-01,2021-01-31,15.58%
6,2020-01-01,2020-01-31,16.48%
6,2020-02-01,2020-02-29,16.54%
6,2020-03-01,2020-03-31,15.58%
6,2020-04-01,2020-04-30,14.06%
6,2020-05-01,2020-05-31,13.36%
6,2020-06-01,2020-06-30,12.72%
6,2020-07-01,2020-07-31,11.79%
6,2020-08-01,2020-08-31,11.97%
6,2020-09-01,2020-09-30,13.17%
6,2020-10-01,2020-10-31,13.49%
6,2020-11-01,2020-11-30,13.35%
6,2020-12-01,2020-12-31,13.80%
6,2021-01-01,2021-01-31,14.71%
7,2020-01-01,2020-01-31,15.52%
7,2020-02-01,2020-02-29,15.53%
7,2020-03-01,2020-03-31,14.64%
7,2020-04-01,2020-04-30,13.14%
7,2020-05-01,2020-05-31,12.64%
7,2020-06-01,2020-06-30,12.16%
7,2020-07-01,2020-07-31,11.26%
7,2020-08-01,2020-08-31,11.48%
7,2020-09-01,2020-09-30,12.56%
7,2020-10-01,2020-10-31,12.88%
7,2020-11-01,2020-11-30,12.61%
7,2020-12-01,2020-12-31,13.12%
7,2021-01-01,2021-01-31,13.99%
14,2020-01-01,2020-01-31,11.70%
14,2020-02-01,2020-02-29,11.56%
14,2020-03-01,2020-03-31,10.93%
14,2020-04-01,2020-04-30,9.55%
14,2020-05-01,2020-05-31,9.74%
14,2020-06-01,2020-06-30,9.82%
14,2020-07-01,2020-07-31,9.09%
14,2020-08-01,2020-08-31,9.41%
14,2020-09-01,2020-09-30,10.07%
14,2020-10-01,2020-10-31,10.35%
14,2020-11-01,2020-11-30,9.63%
14,2020-12-01,2020-12-31,10.33%
14,2021-01-01,2021-01-31,11.05%
30,2020-01-01,2020-01-31,8.44%
30,2020-02-01,2020-02-29,8.22%
30,2020-03-01,2020-03-31,7.80%
30,2020-04-01,2020-04-30,6.60%
30,2020-05-01,2020-05-31,7.20%
30,2020-06-01,2020-06-30,7.68%
30,2020-07-01,2020-07-31,7.09%
30,2020-08-01,2020-08-31,7.49%
30,2020-09-01,2020-09-30,7.80%
30,2020-10-01,2020-10-31,8.04%
30,2020-11-01,2020-11-30,7.06%
30,2020-12-01,2020-12-31,7.84%
30,2021-01-01,2021-01-31,8.41%
