Retention Days,Start Date,End Date,User Retention
0,2021-01-01,2021-01-31,100.00%
0,2021-02-01,2021-02-28,100.00%
0,2021-03-01,2021-03-31,100.00%
0,2021-04-01,2021-04-30,100.00%
0,2021-05-01,2021-05-31,100.00%
0,2021-06-01,2021-06-30,100.00%
0,2021-07-01,2021-07-31,100.00%
0,2021-08-01,2021-08-31,100.00%
0,2021-09-01,2021-09-30,100.00%
0,2021-10-01,2021-10-31,100.00%
0,2021-11-01,2021-11-30,100.00%
0,2021-12-01,2021-12-31,100.00%
0,2022-01-01,2022-01-31,100.00%
1,2021-01-01,2021-01-31,25.78%
1,2021-02-01,2021-02-28,23.24%
1,2021-03-01,2021-03-31,21.34%
1,2021-04-01,2021-04-30,19.97%
1,2021-05-01,2021-05-31,20.32%
1,2021-06-01,2021-06-30,25.06%
1,2021-07-01,2021-07-31,23.67%
1,2021-08-01,2021-08-31,22.94%
1,2021-09-01,2021-09-30,24.99%
1,2021-10-01,2021-10-31,24.04%
1,2021-11-01,2021-11-30,22.68%
1,2021-12-01,2021-12-31,25.52%
1,2022-01-01,2022-01-31,27.95%
2,2021-01-01,2021-01-31,18.06%
2,2021-02-01,2021-02-28,15.18%
2,2021-03-01,2021-03-31,13.59%
2,2021-04-01,2021-04-30,13.15%
2,2021-05-01,2021-05-31,12.76%
2,2021-06-01,2021-06-30,16.57%
2,2021-07-01,2021-07-31,16.30%
2,2021-08-01,2021-08-31,15.72%
2,2021-09-01,2021-09-30,17.23%
2,2021-10-01,2021-10-31,16.26%
2,2021-11-01,2021-11-30,15.33%
2,2021-12-01,2021-12-31,17.45%
2,2022-01-01,2022-01-31,18.46%
3,2021-01-01,2021-01-31,14.03%
3,2021-02-01,2021-02-28,11.22%
3,2021-03-01,2021-03-31,9.87%
3,2021-04-01,2021-04-30,9.78%
3,2021-05-01,2021-05-31,9.17%
3,2021-06-01,2021-06-30,12.35%
3,2021-07-01,2021-07-31,12.51%
3,2021-08-01,2021-08-31,12.03%
3,2021-09-01,2021-09-30,13.24%
3,2021-10-01,2021-10-31,12.32%
3,2021-11-01,2021-11-30,11.60%
3,2021-12-01,2021-12-31,13.32%
3,2022-01-01,2022-01-31,13.75%
4,2021-01-01,2021-01-31,13.06%
4,2021-02-01,2021-02-28,10.44%
4,2021-03-01,2021-03-31,9.17%
4,2021-04-01,2021-04-30,9.13%
4,2021-05-01,2021-05-31,8.52%
4,2021-06-01,2021-06-30,11.34%
4,2021-07-01,2021-07-31,11.59%
4,2021-08-01,2021-08-31,11.24%
4,2021-09-01,2021-09-30,12.49%
4,2021-10-01,2021-10-31,11.56%
4,2021-11-01,2021-11-30,10.88%
4,2021-12-01,2021-12-31,12.56%
4,2022-01-01,2022-01-31,12.36%
5,2021-01-01,2021-01-31,12.32%
5,2021-02-01,2021-02-28,9.84%
5,2021-03-01,2021-03-31,8.64%
5,2021-04-01,2021-04-30,8.64%
5,2021-05-01,2021-05-31,8.02%
5,2021-06-01,2021-06-30,10.58%
5,2021-07-01,2021-07-31,10.89%
5,2021-08-01,2021-08-31,10.63%
5,2021-09-01,2021-09-30,11.91%
5,2021-10-01,2021-10-31,10.98%
5,2021-11-01,2021-11-30,10.33%
5,2021-12-01,2021-12-31,11.97%
5,2022-01-01,2022-01-31,11.33%
6,2021-01-01,2021-01-31,11.72%
6,2021-02-01,2021-02-28,9.36%
6,2021-03-01,2021-03-31,8.21%
6,2021-04-01,2021-04-30,8.24%
6,2021-05-01,2021-05-31,7.62%
6,2021-06-01,2021-06-30,9.97%
6,2021-07-01,2021-07-31,10.33%
6,2021-08-01,2021-08-31,10.14%
6,2021-09-01,2021-09-30,11.44%
6,2021-10-01,2021-10-31,10.51%
6,2021-11-01,2021-11-30,9.88%
6,2021-12-01,2021-12-31,11.49%
6,2022-01-01,2022-01-31,10.52%
7,2021-01-01,2021-01-31,11.23%
7,2021-02-01,2021-02-28,8.96%
7,2021-03-01,2021-03-31,7.86%
7,2021-04-01,2021-04-30,7.91%
7,2021-05-01,2021-05-31,7.29%
7,2021-06-01,2021-06-30,9.48%
7,2021-07-01,2021-07-31,9.87%
7,2021-08-01,2021-08-31,9.74%
7,2021-09-01,2021-09-30,11.05%
7,2021-10-01,2021-10-31,10.12%
7,2021-11-01,2021-11-30,9.51%
7,2021-12-01,2021-12-31,11.09%
7,2022-01-01,2022-01-31,9.87%
14,2021-01-01,2021-01-31,9.19%
14,2021-02-01,2021-02-28,7.30%
14,2021-03-01,2021-03-31,6.40%
14,2021-04-01,2021-04-30,6.52%
14,2021-05-01,2021-05-31,5.91%
14,2021-06-01,2021-06-30,7.46%
14,2021-07-01,2021-07-31,7.97%
14,2021-08-01,2021-08-31,8.04%
14,2021-09-01,2021-09-30,9.38%
14,2021-10-01,2021-10-31,8.46%
14,2021-11-01,2021-11-30,7.94%
14,2021-12-01,2021-12-31,9.38%
14,2022-01-01,2022-01-31,7.31%
30,2021-01-01,2021-01-31,7.28%
30,2021-02-01,2021-02-28,5.77%
30,2021-03-01,2021-03-31,5.04%
30,2021-04-01,2021-04-30,5.22%
30,2021-05-01,2021-05-31,4.65%
30,2021-06-01,2021-06-30,5.65%
30,2021-07-01,2021-07-31,6.22%
30,2021-08-01,2021-08-31,6.45%
30,2021-09-01,2021-09-30,7.76%
30,2021-10-01,2021-10-31,6.88%
30,2021-11-01,2021-11-30,6.45%
30,2021-12-01,2021-12-31,7.74%
30,2022-01-01,2022-01-31,5.17%
