Retention Days,Start Date,End Date,User Retention
0,2020-01-01,2020-01-31,100.00%
0,2020-02-01,2020-02-29,100.00%
0,2020-03-01,2020-03-31,100.00%
0,2020-04-01,2020-04-30,100.00%
0,2020-05-01,2020-05-31,100.00%
0,2020-06-01,2020-06-30,100.00%
0,2020-07-01,2020-07-31,100.00%
0,2020-08-01,2020-08-31,100.00%
0,2020-09-01,2020-09-30,100.00%
0,2020-10-01,2020-10-31,100.00%
0,2020-11-01,2020-11-30,100.00%
0,2020-12-01,2020-12-31,100.00%
0,2021-01-01,2021-01-31,100.00%
1,2020-01-01,2020-01-31,26.53%
1,2020-02-01,2020-02-29,28.80%
1,2020-03-01,2020-03-31,28.60%
1,2020-04-01,2020-04-30,29.89%
1,2020-05-01,2020-05-31,27.43%
1,2020-06-01,2020-06-30,28.76%
1,2020-07-01,2020-07-31,28.96%
1,2020-08-01,2020-08-31,30.49%
1,2020-09-01,2020-09-30,29.19%
1,2020-10-01,2020-10-31,29.68%
1,2020-11-01,2020-11-30,29.33%
1,2020-12-01,2020-12-31,29.15%
1,2021-01-01,2021-01-31,27.05%
2,2020-01-01,2020-01-31,17.47%
2,2020-02-01,2020-02-29,20.12%
2,2020-03-01,2020-03-31,18.81%
2,2020-04-01,2020-04-30,20.78%
2,2020-05-01,2020-05-31,18.26%
2,2020-06-01,2020-06-30,19.91%
2,2020-07-01,2020-07-31,19.05%
2,2020-08-01,2020-08-31,20.74%
2,2020-09-01,2020-09-30,20.35%
2,2020-10-01,2020-10-31,20.31%
2,2020-11-01,2020-11-30,20.23%
2,2020-12-01,2020-12-31,20.27%
2,2021-01-01,2021-01-31,18.93%
3,2020-01-01,2020-01-31,12.99%
3,2020-02-01,2020-02-29,15.60%
3,2020-03-01,2020-03-31,13.98%
3,2020-04-01,2020-04-30,16.06%
3,2020-05-01,2020-05-31,13.68%
3,2020-06-01,2020-06-30,15.34%
3,2020-07-01,2020-07-31,14.15%
3,2020-08-01,2020-08-31,15.77%
3,2020-09-01,2020-09-30,15.76%
3,2020-10-01,2020-10-31,15.51%
3,2020-11-01,2020-11-30,15.54%
3,2020-12-01,2020-12-31,15.66%
3,2021-01-01,2021-01-31,14.70%
4,2020-01-01,2020-01-31,12.04%
4,2020-02-01,2020-02-29,14.39%
4,2020-03-01,2020-03-31,12.86%
4,2020-04-01,2020-04-30,14.74%
4,2020-05-01,2020-05-31,12.56%
4,2020-06-01,2020-06-30,14.12%
4,2020-07-01,2020-07-31,13.08%
4,2020-08-01,2020-08-31,14.56%
4,2020-09-01,2020-09-30,14.54%
4,2020-10-01,2020-10-31,14.48%
4,2020-11-01,2020-11-30,14.40%
4,2020-12-01,2020-12-31,14.47%
4,2021-01-01,2021-01-31,13.63%
5,2020-01-01,2020-01-31,11.32%
5,2020-02-01,2020-02-29,13.47%
5,2020-03-01,2020-03-31,12.01%
5,2020-04-01,2020-04-30,13.75%
5,2020-05-01,2020-05-31,11.72%
5,2020-06-01,2020-06-30,13.20%
5,2020-07-01,2020-07-31,12.27%
5,2020-08-01,2020-08-31,13.64%
5,2020-09-01,2020-09-30,13.61%
5,2020-10-01,2020-10-31,13.68%
5,2020-11-01,2020-11-30,13.54%
5,2020-12-01,2020-12-31,13.56%
5,2021-01-01,2021-01-31,12.81%
6,2020-01-01,2020-01-31,10.74%
6,2020-02-01,2020-02-29,12.73%
6,2020-03-01,2020-03-31,11.34%
6,2020-04-01,2020-04-30,12.97%
6,2020-05-01,2020-05-31,11.05%
6,2020-06-01,2020-06-30,12.47%
6,2020-07-01,2020-07-31,11.63%
6,2020-08-01,2020-08-31,12.90%
6,2020-09-01,2020-09-30,12.87%
6,2020-10-01,2020-10-31,13.05%
6,2020-11-01,2020-11-30,12.84%
6,2020-12-01,2020-12-31,12.84%
6,2021-01-01,2021-01-31,12.15%
7,2020-01-01,2020-01-31,10.26%
7,2020-02-01,2020-02-29,12.13%
7,2020-03-01,2020-03-31,10.79%
7,2020-04-01,2020-04-30,12.32%
7,2020-05-01,2020-05-31,10.50%
7,2020-06-01,2020-06-30,11.87%
7,2020-07-01,2020-07-31,11.10%
7,2020-08-01,2020-08-31,12.30%
7,2020-09-01,2020-09-30,12.27%
7,2020-10-01,2020-10-31,12.52%
7,2020-11-01,2020-11-30,12.27%
7,2020-12-01,2020-12-31,12.24%
7,2021-01-01,2021-01-31,11.61%
14,2020-01-01,2020-01-31,8.29%
14,2020-02-01,2020-02-29,9.65%
14,2020-03-01,2020-03-31,8.53%
14,2020-04-01,2020-04-30,9.69%
14,2020-05-01,2020-05-31,8.26%
14,2020-06-01,2020-06-30,9.41%
14,2020-07-01,2020-07-31,8.90%
14,2020-08-01,2020-08-31,9.81%
14,2020-09-01,2020-09-30,9.77%
14,2020-10-01,2020-10-31,10.30%
14,2020-11-01,2020-11-30,9.91%
14,2020-12-01,2020-12-31,9.79%
14,2021-01-01,2021-01-31,9.38%
30,2020-01-01,2020-01-31,6.48%
30,2020-02-01,2020-02-29,7.41%
30,2020-03-01,2020-03-31,6.50%
30,2020-04-01,2020-04-30,7.34%
30,2020-05-01,2020-05-31,6.26%
30,2020-06-01,2020-06-30,7.20%
30,2020-07-01,2020-07-31,6.90%
30,2020-08-01,2020-08-31,7.56%
30,2020-09-01,2020-09-30,7.51%
30,2020-10-01,2020-10-31,8.23%
30,2020-11-01,2020-11-30,7.74%
30,2020-12-01,2020-12-31,7.56%
30,2021-01-01,2021-01-31,7.33%
