Retention Days,Start Date,End Date,User Retention
0,2020-04-01,2020-04-30,100.00%
0,2020-05-01,2020-05-31,100.00%
0,2020-06-01,2020-06-30,100.00%
0,2020-07-01,2020-07-31,100.00%
0,2020-08-01,2020-08-31,100.00%
0,2020-09-01,2020-09-30,100.00%
0,2020-10-01,2020-10-31,100.00%
0,2020-11-01,2020-11-30,100.00%
0,2020-12-01,2020-12-31,100.00%
0,2021-01-01,2021-01-31,100.00%
1,2020-04-01,2020-04-30,42.98%
1,2020-05-01,2020-05-31,49.02%
1,2020-06-01,2020-06-30,37.51%
1,2020-07-01,2020-07-31,43.71%
1,2020-08-01,2020-08-31,36.50%
1,2020-09-01,2020-09-30,36.97%
1,2020-10-01,2020-10-31,39.69%
1,2020-11-01,2020-11-30,38.54%
1,2020-12-01,2020-12-31,37.66%
1,2021-01-01,2021-01-31,35.30%
2,2020-04-01,2020-04-30,31.09%
2,2020-05-01,2020-05-31,36.72%
2,2020-06-01,2020-06-30,26.73%
2,2020-07-01,2020-07-31,31.37%
2,2020-08-01,2020-08-31,27.83%
2,2020-09-01,2020-09-30,28.54%
2,2020-10-01,2020-10-31,29.66%
2,2020-11-01,2020-11-30,28.97%
2,2020-12-01,2020-12-31,28.89%
2,2021-01-01,2021-01-31,26.69%
3,2020-04-01,2020-04-30,24.71%
3,2020-05-01,2020-05-31,29.91%
3,2020-06-01,2020-06-30,21.02%
3,2020-07-01,2020-07-31,24.79%
3,2020-08-01,2020-08-31,22.96%
3,2020-09-01,2020-09-30,23.76%
3,2020-10-01,2020-10-31,24.12%
3,2020-11-01,2020-11-30,23.65%
3,2020-12-01,2020-12-31,23.93%
3,2021-01-01,2021-01-31,21.88%
4,2020-04-01,2020-04-30,20.53%
4,2020-05-01,2020-05-31,25.06%
4,2020-06-01,2020-06-30,18.21%
4,2020-07-01,2020-07-31,21.37%
4,2020-08-01,2020-08-31,20.16%
4,2020-09-01,2020-09-30,21.13%
4,2020-10-01,2020-10-31,22.24%
4,2020-11-01,2020-11-30,21.72%
4,2020-12-01,2020-12-31,21.95%
4,2021-01-01,2021-01-31,20.36%
5,2020-04-01,2020-04-30,17.65%
5,2020-05-01,2020-05-31,21.69%
5,2020-06-01,2020-06-30,16.20%
5,2020-07-01,2020-07-31,18.93%
5,2020-08-01,2020-08-31,18.13%
5,2020-09-01,2020-09-30,19.20%
5,2020-10-01,2020-10-31,20.81%
5,2020-11-01,2020-11-30,20.27%
5,2020-12-01,2020-12-31,20.46%
5,2021-01-01,2021-01-31,19.20%
6,2020-04-01,2020-04-30,15.53%
6,2020-05-01,2020-05-31,19.20%
6,2020-06-01,2020-06-30,14.67%
6,2020-07-01,2020-07-31,17.08%
6,2020-08-01,2020-08-31,16.57%
6,2020-09-01,2020-09-30,17.71%
6,2020-10-01,2020-10-31,19.68%
6,2020-11-01,2020-11-30,19.11%
6,2020-12-01,2020-12-31,19.27%
6,2021-01-01,2021-01-31,18.27%
7,2020-04-01,2020-04-30,13.90%
7,2020-05-01,2020-05-31,17.27%
7,2020-06-01,2020-06-30,13.46%
7,2020-07-01,2020-07-31,15.63%
7,2020-08-01,2020-08-31,15.33%
7,2020-09-01,2020-09-30,16.51%
7,2020-10-01,2020-10-31,18.74%
7,2020-11-01,2020-11-30,18.16%
7,2020-12-01,2020-12-31,18.30%
7,2021-01-01,2021-01-31,17.50%
14,2020-04-01,2020-04-30,8.25%
14,2020-05-01,2020-05-31,10.49%
14,2020-06-01,2020-06-30,8.98%
14,2020-07-01,2020-07-31,10.29%
14,2020-08-01,2020-08-31,10.63%
14,2020-09-01,2020-09-30,11.86%
14,2020-10-01,2020-10-31,14.91%
14,2020-11-01,2020-11-30,14.29%
14,2020-12-01,2020-12-31,14.35%
14,2021-01-01,2021-01-31,14.28%
30,2020-04-01,2020-04-30,4.52%
30,2020-05-01,2020-05-31,5.90%
30,2020-06-01,2020-06-30,5.63%
30,2020-07-01,2020-07-31,6.35%
30,2020-08-01,2020-08-31,6.97%
30,2020-09-01,2020-09-30,8.10%
30,2020-10-01,2020-10-31,11.45%
30,2020-11-01,2020-11-30,10.83%
30,2020-12-01,2020-12-31,10.83%
30,2021-01-01,2021-01-31,11.30%
